FName(String),LName(String),AreaCode(String),Phone(String),City(String),State(String),Zip(String),MaritalStatus(String),HasChild(String),Salary(Float),Rate(Float),SingleExemp(Float),ChildExemp(Float) 
Mihnea,Theuretzbacher, 702,142-1165,LAS VEGAS,NV,89131,M,N,34500,0.0,0,0
Vahid,Godskesen, 828,119-1347,FRANKLIN,NC,28734,M,N,97500,7.777972,0,0
Benedetto,Brenner, 318,144-1268,NEW ORLEANS,LA,70183,S,Y,38500,6.0,4500,1000
Limin,Anton, 407,160-2088,ONECO,FL,34264,S,Y,94500,0.0,0,0
Mamede,Cacciabue, 541,114-1037,COQUILLE,OR,97423,S,Y,9500,9.0,159,159
Dongshik,Reye, 715,192-1988,MARSHFIELD,WI,54404,M,N,98500,6.157855,0,0
Motokazu,Reinitzer, 501,132-1855,REDFIELD,AR,72132,S,Y,65000,7.0,20,20
Dana,Rollinson, 307,145-1687,MOORCROFT,WY,82721,M,N,68500,0.0,0,0
Naranker,Scharstein, 202,137-1760,WASHINGTON,DC,20023,M,N,49000,9.0,0,0
Sanford,Obtulowicz, 719,191-1918,COLORADO SPRINGS,CO,80918,S,Y,69000,4.63,0,0
Lambertus,Mlynski, 319,179-1802,CINCINNATI,IA,52549,M,N,80000,8.98,0,0
Wakaha,Olveszky, 202,102-1997,WASHINGTON,DC,20558,M,N,4500,4.5,0,0
Karl,Bracho, 559,177-1900,KERNVILLE,CA,93238,S,Y,41000,9.187391,87,272
Stewart,Fusaschi, 971,144-1651,MEHAMA,OR,97384,S,Y,5000,7.4102564,159,159
Talal,Bedell, 207,127-1150,BROOKSVILLE,ME,04617,M,N,21000,8.5,0,0
Sebastien,Brodnik, 228,123-1533,TILLATOBA,MS,38961,M,N,62000,5.0,0,0
Sofiene,Urso, 865,183-1807,FRIENDSVILLE,TN,37737,S,Y,90000,0.0,0,0
Sathis,Perrier, 801,199-2027,RANDLETT,UT,84063,S,Y,76000,7.0,2475,2475
Shelia,Zabih, 209,130-1053,SAN DIEGO,CA,92108,S,N,15000,3.0493855,87,0
Naoaki,Karner, 662,179-1622,WASHINGTON,MS,39190,S,N,50500,5.0,6000,0
Jiawen,Minor, 308,104-1327,DAKOTA CITY,NE,68731,M,N,74500,6.84,0,0
Rafic,Heckroth, 712,176-1836,STOCKTON,IA,52769,S,Y,89500,8.98,40,40
Oran,Danziger, 208,176-1849,KAMIAH,ID,83536,M,N,100000,7.8,0,0
Farokh,Nastar, 505,187-2015,SANTA FE,NM,87508,M,N,16000,5.3,0,0
Yoneharu,Zolda, 918,105-1528,OKLAHOMA CITY,OK,73157,M,N,53500,6.25,0,0
Werner,Raskhodnikova, 217,172-1800,SUMMERFIELD,IL,62289,S,Y,34000,3.0,2000,2000
Shunichiro,Marchukov, 612,103-1017,LANESBORO,MN,55949,M,N,26500,5.669637,0,0
Karell,Kahl, 518,188-1998,BUFFALO,NY,14223,S,Y,11500,4.020274,0,1000
Patrizio,Kamo, 801,137-1360,TREMONTON,UT,84337,S,Y,64500,7.0,2475,2475
Jeretta,Spirkovska, 586,100-1828,UTICA,MI,48317,M,N,64000,3.9,0,0
Zhiyuan,Tarn, 307,190-1613,WYARNO,WY,82845,M,N,26000,0.0,0,0
Toyohide,Stiefeling, 706,199-1847,YOUNG HARRIS,GA,30582,S,Y,5000,4.4,2700,3000
Hyeongil,Roncato, 662,156-1479,PEARL,MS,39288,M,N,52000,5.0,0,0
Hyoung,Drashansky, 405,162-1558,MADILL,OK,73446,M,N,71000,6.25,0,0
David,Ying, 815,179-1141,CHICAGO,IL,60644,S,Y,76000,3.0,2000,2000
Bruno,Exon, 769,164-1374,RICHTON,MS,39476,S,Y,15500,5.0,6000,1500
Yolla,Flick, 507,186-1809,BELLINGHAM,MN,56212,M,N,51500,7.003682,0,0
Britta,Siliprandi, 919,134-1947,COLFAX,NC,27235,M,N,25000,6.256993,0,0
Shiyun,Merks, 423,165-1488,MOHAWK,TN,37810,M,N,41000,0.0,0,0
Kuorong,Inza, 253,138-1948,DEMING,WA,98244,S,Y,11500,0.0,0,0
Nabiel,Ratnakar, 641,138-1561,WEBB,IA,51366,M,Y,100000,8.98,0,40
Liangwei,Gros, 401,159-1837,WAKEFIELD,RI,02880,M,N,52000,0.0,0,0
Narayanan,Poehlman, 208,155-1479,HOWE,ID,83244,M,N,38500,7.8,0,0
Xiadong,Dowden, 731,116-1723,SPENCER,TN,38585,M,N,55500,0.0,0,0
Kuninobu,Ulgen, 970,189-1913,DENVER,CO,80226,M,N,71000,4.63,0,0
Zoubin,Rinschede, 208,187-1015,PRESTON,ID,83263,M,N,94500,7.8,0,0
Kaizheng,Bottner, 304,162-2086,LENORE,WV,25676,M,N,72000,6.5,0,0
Zhi,Leonetti, 402,153-1413,MANLEY,NE,68403,M,N,96500,6.84,0,0
Adelinde,DHont, 612,157-1230,MINNEAPOLIS,MN,55483,S,Y,72000,7.85,3300,3300
Hujun,Benanav, 701,153-1081,MINOT AFB,ND,58705,S,Y,71500,2.5845559,3300,3300
Eamon,McAdam, 307,130-1353,ALVA,WY,82711,M,N,15500,0.0,0,0
Mizuhito,Zahar, 763,109-1019,MINNEAPOLIS,MN,55413,M,N,28000,5.7496796,0,0
Nick,Leitsch, 307,136-1159,BUFORD,WY,82052,S,N,13000,0.0,0,0
Dajun,Rest, 505,154-1950,LOGAN,NM,88426,M,N,4000,1.7,0,0
Darwin,Potharst, 703,105-1428,GRIMSTEAD,VA,23064,M,N,31000,5.75,0,0
Vidar,Womann, 484,139-1950,PHILADELPHIA,PA,19112,M,Y,22500,3.07,0,0
Mayank,Tvrdik, 205,161-1082,RALPH,AL,35480,M,N,68500,5.0,0,0
Rein,Koshino, 307,181-1409,SAVERY,WY,82332,M,N,63000,0.0,0,0
Hirendu,Aczel, 708,108-1332,STILLMAN VALLEY,IL,61084,S,Y,58000,3.0,2000,2000
Saimond,Gurrie, 973,170-1565,CHERRY HILL,NJ,08034,S,Y,46000,1.8100417,1000,1500
Miyako,Maguire, 580,114-1611,OKTAHA,OK,74450,S,Y,13500,6.25,1000,1000
Lakshman,Morrin, 970,152-2080,DENVER,CO,80215,S,Y,38500,4.63,0,0
Dicky,Legat, 410,161-1917,LAUREL,MD,20709,M,N,7000,4.75,0,0
Chawki,Roush, 815,159-1286,DEWITT,IL,61735,M,Y,21000,3.0,0,2000
Kuldar,Takeoka, 308,188-1611,WHITECLAY,NE,69365,S,Y,94500,6.84,103,103
Piergiulio,Farsi, 352,167-1195,ORLANDO,FL,32819,S,Y,10500,0.0,0,0
Karabi,McAlpine, 601,180-1403,GREENWOOD SPRINGS,MS,38848,M,N,66500,5.0,0,0
Hagit,Suermann, 857,152-1962,WARWICK,MA,01378,M,N,70500,5.3,0,0
Abdelouahab,Aberle, 479,166-1790,BLACK ROCK,AR,72415,S,Y,41000,7.0,20,20
Ejan,Khedr, 201,113-1141,BEVERLY,NJ,08010,S,N,15500,1.4,1000,0
Francine,Brophy, 808,187-1067,OCEAN VIEW,HI,96737,M,N,58500,8.25,0,0
Kazimir,Broscius, 712,185-1413,STANHOPE,IA,50246,M,Y,13000,2.1710074,0,40
Theirry,Herley, 213,166-1328,RIMFOREST,CA,92378,M,N,87000,9.3,0,0
Cenk,Sugianto, 304,113-1241,GLEN DALE,WV,26038,M,N,48500,5.6949997,0,0
Byunggyu,Meeson, 802,135-1858,SOUTH STRAFFORD,VT,05070,M,N,2000,3.6,0,0
Pantung,Parker, 302,105-1248,MILLVILLE,DE,19967,S,Y,81500,5.95,110,110
Mauricio,Shihab, 304,136-1359,HUGHESTON,WV,25110,M,N,31500,4.505,0,0
Tiow,Suska, 321,199-1926,TAMPA,FL,33672,M,N,2000,0.0,0,0
Qingsheng,Boddy, 808,142-2065,EWA BEACH,HI,96706,S,Y,8000,2.4815788,1040,1040
Shahadat,Weydert, 605,149-1694,SAINT LAWRENCE,SD,57373,M,Y,63500,0.0,0,0
Rajanarayanan,Milosevic, 304,159-1882,CAMDEN,WV,26338,S,Y,48000,5.66,2000,2000
April,Boughanem, 620,159-1487,COUNCIL GROVE,KS,66846,M,N,80000,6.45,0,0
Graham,Litvinov, 507,112-1735,NASHUA,MN,56565,S,Y,64000,7.670704,3300,3300
Gada,Aitken, 716,180-1408,PIERREPONT MANOR,NY,13674,S,Y,51500,4.2519817,0,1000
Bjarne,Korshunov, 641,189-1462,QUASQUETON,IA,52326,M,N,44500,7.033912,0,0
Ikuko,Weissberg, 208,184-1485,MERIDIAN,ID,83642,S,Y,10500,4.251628,3300,3300
Nir,Lecoutre, 971,184-1508,PORTLAND,OR,97291,M,N,54500,9.0,0,0
Elie,Leduc, 205,180-1985,LANGSTON,AL,35755,M,N,93500,5.0,0,0
Oddvar,Biryukov, 401,172-1396,MAPLEVILLE,RI,02839,M,N,1000,0.0,0,0
Fredrik,Peris, 307,193-1471,YODER,WY,82244,S,Y,91500,0.0,0,0
Abdulah,Opatrny, 317,118-1741,GOSHEN,IN,46528,M,N,19500,3.4,0,0
ChengFu,Kinsner, 302,163-1208,BRIDGEVILLE,DE,19933,M,N,88000,5.95,0,0
Keyun,Gopfrich, 208,102-1975,MERIDIAN,ID,83680,S,Y,64500,7.8,3300,3300
Wallapak,Amy, 718,108-1536,VERMONTVILLE,NY,12989,S,Y,58500,4.2925305,0,1000
Giuseppe,Mistrik, 702,190-1413,RENO,NV,89515,S,Y,51500,0.0,0,0
Shaw,Dosser, 303,139-1467,WESTMINSTER,CO,80031,S,Y,75000,4.63,0,0
Eszter,Hercksen, 503,172-1996,ONTARIO,OR,97914,S,Y,3000,5.3589745,159,159
Timbur,Pijls, 603,147-2042,SANBORNVILLE,NH,03872,M,N,100000,0.0,0,0
Roji,Schlenzig, 610,196-1020,LANSE,PA,16849,M,Y,20500,3.07,0,0
Edwin,Coyne, 907,191-1596,ANCHORAGE,AK,99504,M,N,28500,0.0,0,0
Myrna,Vanneste, 701,122-1345,CENTER,ND,58530,S,Y,73000,2.6019442,3300,3300
Stefania,Nerima, 970,106-1734,IDAHO SPRINGS,CO,80452,S,N,47000,4.63,0,0
Masyuki,Arrabito, 561,103-1326,WEST PALM BEACH,FL,33405,S,Y,63000,0.0,0,0
Endre,Surjaatmadja, 985,123-1751,PIONEER,LA,71266,M,N,78500,6.0,0,0
Mustapha,Nadon, 484,153-1276,STUMP CREEK,PA,15863,M,N,84000,3.07,0,0
Wenjie,Anguilar, 361,127-1454,PLACEDO,TX,77977,M,N,52000,0.0,0,0
Vaclav,Pokorny, 606,167-1890,LEXINGTON,KY,40550,M,N,30000,3.5,0,0
Sabrina,Sahulka, 701,105-1300,MINOT,ND,58701,S,Y,38500,2.2020116,3300,3300
Aspi,Scarborough, 913,152-1376,YODER,KS,67585,M,N,51500,6.45,0,0
Vuk,Zonno, 206,122-1550,BENTON CITY,WA,99320,S,Y,71000,0.0,0,0
Nalini,Thien, 435,160-1784,MONA,UT,84645,M,N,98500,7.0,0,0
Sebastian,Spell, 775,119-1747,DYER,NV,89010,S,Y,89500,0.0,0,0
Iyad,Mutka, 706,163-1986,RESACA,GA,30735,M,N,43500,6.0,0,0
Remigijus,Punnekkat, 201,129-2057,RIVERTON,NJ,08076,S,Y,69500,2.1806562,1000,1500
Zhenbing,Wohlfarth, 317,162-1535,WESTPHALIA,IN,47596,M,N,5500,3.4,0,0
Dimitrios,Riet, 203,153-1057,NORTH CANTON,CT,06059,M,N,5000,3.0,0,0
Tejo,Kukimoto, 207,171-1794,SCARBOROUGH,ME,04070,S,Y,37500,8.5,2850,2850
Gongzhu,Kafatos, 931,147-1141,MEMPHIS,TN,38157,S,Y,51500,0.0,0,0
Kalina,Chinal, 406,176-2099,CUSTER,MT,59024,S,Y,37500,6.9,1900,1900
Jaerheen,Gerdt, 614,154-1159,UNIONVILLE CENTER,OH,43077,S,Y,47500,2.1227822,1300,1300
Ult,Hagersten, 985,108-2032,WALKER,LA,70785,S,Y,28000,6.0,4500,1000
Cui,Klosowski, 515,171-1899,WEST BEND,IA,50597,S,Y,46500,7.3426676,40,40
Peitao,Isard, 660,129-1352,MONTIER,MO,65546,M,N,11500,6.0,0,0
Nat,Krolokowski, 603,167-1795,MONROE,NH,03771,M,Y,32500,0.0,0,0
Christoforos,Gulak, 509,171-2094,SUQUAMISH,WA,98392,S,Y,27000,0.0,0,0
Naohiko,Basawa, 970,170-1065,BROOMFIELD,CO,80038,S,Y,64500,4.63,0,0
Steffan,Jafari, 603,172-1669,WEST STEWARTSTOWN,NH,03597,S,Y,44500,0.0,0,0
Janett,Montemayor, 320,160-1027,MONTICELLO,MN,55589,M,N,8000,5.35,0,0
Avaneendra,Masden, 601,140-1663,STARKVILLE,MS,39759,M,N,96500,5.0,0,0
Eiichiro,Pardalos, 507,108-1134,CROSSLAKE,MN,56442,S,Y,99000,7.85,3300,3300
Ophir,Kettani, 860,138-2061,STORRS MANSFIELD,CT,06268,S,Y,87500,5.0,12750,0
Cass,Lipsky, 314,143-1986,VANZANT,MO,65768,M,N,100000,6.0,0,0
Tino,Meter, 406,158-1282,MELROSE,MT,59743,S,Y,80000,6.9,1900,1900
Gowri,Fandrianto, 206,145-1773,BELLINGHAM,WA,98226,S,Y,35000,0.0,0,0
Garimella,Erdogan, 202,172-2095,WASHINGTON,DC,20422,S,Y,67500,9.0,1370,1370
Pierre,Gori, 402,150-1660,ALBION,NE,68620,M,N,39000,6.84,0,0
Clarisse,Birchard, 541,128-1251,LINCOLN CITY,OR,97367,S,Y,49500,9.0,159,159
Gunnvald,Graft, 252,174-1502,DURHAM,NC,27722,M,N,42000,6.6136365,0,0
Pavan,Mangaser, 504,145-1669,EVANS,LA,70639,M,N,36500,6.0,0,0
Hongji,Dain, 559,150-1978,SAN MIGUEL,CA,93451,S,Y,97000,9.3,87,272
Willm,Deville, 573,157-1380,PORTLAND,MO,65067,M,N,85500,6.0,0,0
Satosi,Kawagoe, 605,136-1264,NORTHVILLE,SD,57465,S,Y,50500,0.0,0,0
Srecko,Hercksen, 571,113-1586,PLEASANT VALLEY,VA,22848,S,Y,33500,5.75,900,900
Petri,Rusterholz, 603,145-1705,ALSTEAD,NH,03602,M,N,84500,0.0,0,0
Joxan,Pezzoli, 765,168-1092,THAYER,IN,46381,S,Y,16500,3.4,1000,1000
Berlinda,Emond, 202,104-1032,WASHINGTON,DC,20239,M,N,67000,9.0,0,0
Kazuo,Groenboom, 720,160-1384,PARKER,CO,80138,M,N,73000,4.63,0,0
Geert,Semmens, 502,192-1137,DELPHIA,KY,41735,S,Y,10500,2.4166667,20,20
Alistair,Palacharla, 202,134-1258,WASHINGTON,DC,20419,S,Y,32000,9.0,1370,1370
Jianer,Zieschang, 702,141-1007,IMLAY,NV,89418,S,Y,500,0.0,0,0
Susheel,Pagter, 970,136-1559,MONUMENT,CO,80132,S,Y,50500,4.63,0,0
Daniela,Hebert, 478,148-1776,STATHAM,GA,30666,S,Y,87500,6.0,2700,3000
Naseem,Brownfield, 337,139-1812,MONTEGUT,LA,70377,M,N,11000,2.0,0,0
Asanobu,Gill, 832,193-1701,DALLAS,TX,75344,S,Y,29000,0.0,0,0
Fetima,Tack, 212,118-1842,BRONX,NY,10466,S,Y,27500,4.1129575,0,1000
Nabanita,Maaren, 931,152-1797,MEMPHIS,TN,38165,S,Y,76500,0.0,0,0
Terrye,Plainfosse, 830,126-1149,COLLEGE STATION,TX,77841,S,Y,14500,0.0,0,0
Myunghwan,Soderston, 269,122-1650,PAW PAW,MI,49079,M,N,36000,3.9,0,0
Thiel,Collinson, 787,195-1919,SAN GERMAN,PR,00683,S,Y,50500,0.0,0,0
Ajith,Giesl, 702,131-1632,CARSON CITY,NV,89706,M,N,48500,0.0,0,0
Zanoni,Almaini, 805,196-2020,OCEANO,CA,93475,S,Y,67000,9.3,87,272
Serena,Ceccarelli, 302,143-1771,MARYDEL,DE,19964,M,Y,50000,5.268182,0,110
Christina,Klerer, 208,143-1866,NAMPA,ID,83652,M,N,90000,7.8,0,0
Syunsuke,LExcellent, 573,163-1267,SAINT LOUIS,MO,63110,S,N,51500,6.0,2100,0
Andrej,Luon, 302,190-1313,FRANKFORD,DE,19945,S,N,79000,5.95,110,0
Toshiharu,Aingworth, 301,187-1714,BUCKEYSTOWN,MD,21717,M,N,99500,4.75,0,0
Melville,Nastansky, 308,104-1277,SHELTON,NE,68876,S,Y,89500,6.84,103,103
Tereza,Deussen, 615,150-1478,WHITWELL,TN,37397,S,N,4000,0.0,0,0
Abdelilah,Lease, 603,136-1559,DANVILLE,NH,03819,S,Y,21500,0.0,0,0
Lorraine,Dalamages, 734,123-1951,NUNICA,MI,49448,M,N,32500,3.9,0,0
Ariel,Wichert, 601,121-1311,LULA,MS,38644,M,N,37000,5.0,0,0
Zenon,Prangrle, 224,189-1438,CRESTON,IL,60113,S,Y,46500,3.0,2000,2000
Svetlana,Merey, 787,151-1475,ARECIBO,PR,00612,S,Y,28500,0.0,0,0
Dwifiandika,McClurg, 870,104-1632,RUSSELLVILLE,AR,72802,S,Y,84000,7.0,20,20
Gisli,Nakhaeizadeh, 765,178-1702,RICHLAND,IN,47634,S,Y,19500,3.4,1000,1000
Zhiming,Mersmann, 202,122-1632,WASHINGTON,DC,20538,M,N,82000,9.0,0,0
Len,Tisato, 302,154-1477,WILMINGTON,DE,19808,M,N,37000,4.381818,0,0
Taisook,Reith, 203,197-2024,POQUONOCK,CT,06064,M,N,43500,5.0,0,0
Berry,Kerr, 864,128-1651,BEAUFORT,SC,29906,S,Y,29000,7.0,3300,3300
Helder,McCallien, 731,143-1471,CHATTANOOGA,TN,37419,S,Y,14000,0.0,0,0
Edjard,Vaitis, 507,179-1553,FAIRMONT,MN,56031,M,N,9000,5.35,0,0
Pattie,Ziarko, 702,172-2099,SLOAN,NV,89054,M,N,69000,0.0,0,0
Gurjeet,Zinaty, 920,161-1484,MENASHA,WI,54952,S,Y,38000,5.106659,700,400
Jinkun,Pigeot, 540,145-1172,MARTINSVILLE,VA,24113,S,Y,4000,2.267857,900,900
Hari,Stachour, 973,163-1387,TRENTON,NJ,08646,M,N,41500,1.7390729,0,0
Juhnyong,Crvenkovic, 202,125-1253,WASHINGTON,DC,20088,S,Y,77000,9.0,1370,1370
Giampaolo,Wadge, 719,167-1390,GRAND JUNCTION,CO,81502,S,Y,60500,4.63,0,0
Stanley,Litecky, 405,167-1409,BESSIE,OK,73622,S,Y,60000,6.25,1000,1000
Ubbo,Ede, 541,187-1425,KERBY,OR,97531,S,Y,87000,9.0,159,159
Surendranath,Dams, 732,177-1405,BRANCHVILLE,NJ,07826,M,N,63000,2.0781457,0,0
Sibyl,Salmen, 580,140-1313,BOKCHITO,OK,74726,S,Y,13500,6.25,1000,1000
Mohit,Cherian, 603,165-1973,BENNINGTON,NH,03442,S,Y,19000,0.0,0,0
Zinovy,Torlone, 770,100-1124,EAST ELLIJAY,GA,30539,M,N,98000,6.0,0,0
Sterling,Bereiter, 402,179-1107,HEMINGFORD,NE,69348,M,Y,39000,6.84,0,103
Demin,Steininger, 304,121-1744,VALLEY HEAD,WV,26294,M,N,54000,6.08,0,0
Zongming,Pirk, 907,117-1245,KETCHIKAN,AK,99950,M,N,75000,0.0,0,0
Rufus,Nourine, 302,150-1573,KIRKWOOD,DE,19708,M,N,76000,5.95,0,0
Hilde,Cohoon, 304,180-1108,UPPER TRACT,WV,26866,M,N,42500,5.2749996,0,0
Miyoung,Llana, 801,105-1529,OGDEN,UT,84403,M,N,17000,7.0,0,0
Amihood,Mosciatti, 559,150-1360,CRESCENT CITY,CA,95531,S,Y,94000,9.3,87,272
Pierrette,Nittel, 205,178-1301,CAPSHAW,AL,35742,M,N,81000,5.0,0,0
Jani,Flasterstein, 706,178-1055,MARIETTA,GA,30064,S,Y,76500,6.0,2700,3000
Bevin,Rajaraman, 928,146-1869,TUCSON,AZ,85754,M,N,50000,3.49,0,0
Hongyi,Colliat, 617,165-1075,LUNENBURG,MA,01462,S,Y,25000,5.3,3575,1000
Binhai,Melton, 607,125-1648,ROCHESTER,NY,14638,M,N,91500,4.483689,0,0
Huowang,Brolio, 701,135-1759,SUTTON,ND,58484,M,N,32500,2.1324582,0,0
Pieluigi,Granieri, 401,102-1929,CENTRAL FALLS,RI,02863,M,N,49500,0.0,0,0
Franklyn,Usas, 303,168-1011,DENVER,CO,80232,M,N,28500,4.63,0,0
Marty,Narahara, 701,112-1136,SAINT MICHAEL,ND,58370,M,N,63000,2.4860218,0,0
Yanjie,Diefendorff, 401,110-1338,KINGSTON,RI,02881,S,N,76500,0.0,0,0
Laurentiu,Maskit, 907,136-1759,GIRDWOOD,AK,99587,M,N,79500,0.0,0,0
Oron,Gershkovich, 715,166-1294,SOLDIERS GROVE,WI,54655,S,Y,500,4.6,700,400
Zhilian,Dingle, 870,167-1129,CONWAY,AR,72033,S,Y,15000,3.773037,20,20
Kuorong,Louie, 307,101-2029,WAMSUTTER,WY,82336,M,N,78500,0.0,0,0
Abdenacer,Gerberich, 405,198-1821,BARNSDALL,OK,74002,M,N,73000,6.25,0,0
Janell,Risi, 641,129-1840,PILOT GROVE,IA,52648,S,Y,48000,7.5742345,40,40
Moustafa,Deyuan, 212,112-1536,SPRINGFIELD CENTER,NY,13468,S,Y,66500,4.338872,0,1000
Liqin,Borucki, 318,116-1343,MONROE,LA,71217,M,N,45000,6.0,0,0
Nabil,Ravasio, 765,111-1401,WARREN,IN,46792,S,Y,55000,3.4,1000,1000
Kolar,Ulmer, 603,163-1709,WEST SWANZEY,NH,03469,S,Y,42000,0.0,0,0
Ramalingam,Federman, 334,171-1194,AUBURN UNIVERSITY,AL,36849,M,N,2000,3.8000002,0,0
Kristiina,Marzano, 307,123-1051,CROWHEART,WY,82512,M,N,48500,0.0,0,0
Paolino,Loyot, 646,162-1985,EAST AURORA,NY,14052,S,Y,61000,4.307012,0,1000
Nirina,Toinard, 570,191-1618,ALLENPORT,PA,15412,S,Y,63000,3.07,0,0
Aran,Usha, 207,148-1872,MONROE,ME,04951,S,Y,8500,3.8740876,2850,2850
Adriano,MacLachlan, 413,118-1646,THORNDIKE,MA,01079,M,N,47500,5.3,0,0
Aenne,Manchala, 816,137-1860,LAMAR,MO,64759,M,N,19000,6.0,0,0
Zhaofang,Streich, 304,153-1780,NAOMA,WV,25140,M,N,16500,3.455,0,0
Qinru,Rafter, 410,156-1280,JEFFERSON,MD,21755,M,N,75000,4.75,0,0
Akiko,Olshen, 541,150-1278,BEND,OR,97701,S,Y,97500,9.0,159,159
Evelyne,Sestoft, 606,148-2072,KENTON,KY,41053,M,N,75000,6.0,0,0
Volkert,Regev, 662,163-1073,NATCHEZ,MS,39121,S,Y,83500,5.0,6000,1500
Janick,Facello, 763,146-1569,SAGINAW,MN,55779,M,N,20500,5.35,0,0
Jiawan,Higuchi, 541,180-1187,RICHLAND,OR,97870,M,N,6500,8.948718,0,0
Alper,Greenwald, 505,151-1774,SANTO DOMINGO PUEBLO,NM,87052,M,N,77500,5.3,0,0
Steffen,Gust, 402,199-2001,BERTRAND,NE,68927,S,Y,87500,6.84,103,103
Houman,Bemmerl, 859,147-1870,BENHAM,KY,40807,M,N,45000,4.333333,0,0
GuoDong,Gerlich, 318,144-1371,BRUSLY,LA,70719,S,Y,500,2.0,4500,1000
Taomas,Putfarken, 304,147-1770,ECCLES,WV,25836,S,Y,42000,5.24,2000,2000
Ernestine,Leinwand, 253,152-1480,BELLEVUE,WA,98008,M,N,67500,0.0,0,0
YaLing,Tadic, 480,138-1561,GLENDALE,AZ,85308,S,Y,63500,3.69925,2100,2300
Kutluhan,Nandavar, 918,198-1926,BRAMAN,OK,74632,S,Y,85000,6.25,1000,1000
Fred,Luttringhaus, 864,163-2086,BRADLEY,SC,29819,M,N,80500,7.0,0,0
Frieder,Basnet, 610,118-1919,PORT CARBON,PA,17965,M,N,27500,3.07,0,0
Ramkrishnan,Clint, 515,179-1102,SHARPSBURG,IA,50862,S,Y,15500,2.556952,40,40
Fabricio,Stroet, 915,102-1530,HOUSTON,TX,77089,S,Y,99000,0.0,0,0
Udaiprakash,Kruyt, 202,162-1259,WASHINGTON,DC,20392,S,Y,49500,9.0,1370,1370
Akida,Dedood, 774,114-1459,AUBURN,MA,01501,M,Y,77000,5.3,0,1000
Sumant,Nagafuji, 501,171-1494,LANGLEY,AR,71952,M,N,65000,7.0,0,0
Jonathan,Noordermeer, 808,111-1339,M C B H KANEOHE BAY,HI,96863,M,N,8500,2.5717106,0,0
Theodora,Einsfeld, 701,104-1327,MINOT,ND,58703,M,N,79000,2.6714978,0,0
Hayao,Majerski, 843,109-1804,STARR,SC,29684,S,Y,39000,7.0,3300,3300
Hanho,Clouatre, 505,199-1422,ALBUQUERQUE,NM,87153,S,Y,79000,5.3,3300,3300
Algimantas,Sever, 406,132-1560,FLOWEREE,MT,59440,M,N,57000,6.9,0,0
Rani,Formenti, 603,142-1486,GLEN,NH,03838,M,Y,80500,0.0,0,0
Ruth,Prete, 205,161-1988,ANNISTON,AL,36201,M,N,15000,5.0,0,0
Emanuela,Bolotov, 802,186-1209,CHITTENDEN,VT,05737,M,N,37000,3.7412577,0,0
Saugata,Feldmesser, 302,171-1699,NEWARK,DE,19702,M,N,42000,4.7227273,0,0
Yoga,Bandat, 336,140-1213,KITTY HAWK,NC,27949,M,Y,78000,7.368881,0,3300
Dierk,Ball, 423,125-1235,BRUNSWICK,TN,38014,M,N,58000,0.0,0,0
Yifei,Palomar, 618,107-2030,MONTICELLO,IL,61856,M,N,70500,3.0,0,0
Hana,Gesli, 917,154-1282,HEMPSTEAD,NY,11551,M,N,500,4.0,0,0
Chiranjit,Auton, 808,120-1299,CAPTAIN COOK,HI,96704,M,N,80500,8.25,0,0
Roa,Fernald, 860,159-1708,GROTON,CT,06349,S,Y,93500,5.0,12750,0
Birgitta,Rajamony, 202,168-1707,WASHINGTON,DC,20566,M,N,48000,9.0,0,0
Jinhai,Musil, 916,171-1898,LOS ANGELES,CA,90025,M,N,22000,4.7019253,0,0
Maneesh,Nyanchama, 305,155-2079,GULF BREEZE,FL,32562,M,Y,33000,0.0,0,0
Rudolph,Gastner, 270,134-1162,PINE RIDGE,KY,41360,M,N,5500,2.1388888,0,0
Zixiang,Chmeiss, 308,134-2057,MARQUETTE,NE,68854,S,Y,39500,6.84,103,103
Ramachander,Nepomnjashchaja, 919,112-1040,FARMVILLE,NC,27828,S,N,5500,6.0,3300,0
Plamenka,Araki, 307,170-1393,FE WARREN AFB,WY,82005,M,N,51500,0.0,0,0
Gyozo,Barg, 808,144-1789,HONOLULU,HI,96837,M,N,44500,8.25,0,0
Alty,Aybay, 406,121-2077,BIGHORN,MT,59010,S,Y,77500,6.9,1900,1900
Fun,Kipnis, 850,193-1121,KEY WEST,FL,33045,M,N,35000,0.0,0,0
Costas,Ratel, 435,132-1855,RUSH VALLEY,UT,84069,M,N,92000,7.0,0,0
Preeti,Costilla, 207,147-1275,ASHLAND,ME,04732,M,N,85500,8.5,0,0
Pitro,Ramras, 731,162-1817,DUCK RIVER,TN,38454,M,N,8000,0.0,0,0
Benedetto,Mittelstras, 802,126-1953,HARTLAND FOUR CORNERS,VT,05049,S,Y,6500,3.6,3300,3300
Yinong,Willoner, 208,196-2020,TETON,ID,83451,M,N,28000,7.8,0,0
Yariv,Suermann, 605,178-1306,FREEMAN,SD,57029,S,Y,21500,0.0,0,0
Liliana,Nerode, 865,145-1568,NASHVILLE,TN,37235,S,Y,41000,0.0,0,0
Borje,Orejas, 803,191-1319,LUGOFF,SC,29078,M,N,80000,7.0,0,0
Anya,Piccinini, 715,180-1803,DARLINGTON,WI,53530,S,Y,92000,6.0449166,700,400
Yooshin,McCloskey, 434,171-1466,HENRICO,VA,23231,S,Y,45500,5.75,900,900
